32'h3cbd2e88,32'h40ce5ce0,32'h40d6c928, 32'h40c80baa,32'h40dd1a5e, 32'h40bd8450,32'h40e7a1b8,// invsqrt(0.0231) = 6.5804
32'h3e3363a1,32'h4015d9b4,32'h401bf77c, 32'h4011435d,32'h40208dd3, 32'h40099e22,32'h4028330e,// invsqrt(0.1752) = 2.3892
32'h3fe54803,32'h3f3b7357,32'h3f431a01, 32'h3f35b657,32'h3f48d701, 32'h3f2c2601,32'h3f526757,// invsqrt(1.7913) = 0.7472
32'h3f8e1fbb,32'h3f6e1683,32'h3f77ce4a, 32'h3f66ccaf,32'h3f7f181f, 32'h3f5aa6f6,32'h3f859eec,// invsqrt(1.1103) = 0.9490
32'h3e57ad2b,32'h4008aa07,32'h400e3e07, 32'h40047b07,32'h40126d07, 32'h3ffb040d,32'h40196608,// invsqrt(0.2106) = 2.1790
32'h410f8053,32'h3ea78b31,32'h3eae61db, 32'h3ea26a32,32'h3eb382da, 32'h3e99dddf,32'h3ebc0f2d,// invsqrt(8.9688) = 0.3339
32'h3f23ca40,32'h3f9cd2ec,32'h3fa33992, 32'h3f9805ef,32'h3fa8068f, 32'h3f90059f,32'h3fb006df,// invsqrt(0.6398) = 1.2502
32'h3f828634,32'h3f787137,32'h3f814a97, 32'h3f70d63d,32'h3f851814, 32'h3f642948,32'h3f8b6e8f,// invsqrt(1.0197) = 0.9903
32'h3f50d1f1,32'h3f8ae3c0,32'h3f908f02, 32'h3f86a34f,32'h3f94cf73, 32'h3f7f1a7b,32'h3f9be584,// invsqrt(0.8157) = 1.1072
32'h3fb76b1b,32'h3f519473,32'h3f5a2259, 32'h3f4b2a07,32'h3f608cc5, 32'h3f4078a9,32'h3f6b3e23,// invsqrt(1.4330) = 0.8354
32'h3f83b690,32'h3f775185,32'h3f80b4df, 32'h3f6fbf5a,32'h3f847df5, 32'h3f632112,32'h3f8acd19,// invsqrt(1.0290) = 0.9858
32'h408cd0f8,32'h3eef30dc,32'h3ef8f429, 32'h3ee7de63,32'h3f002352, 32'h3edbaa43,32'h3f063d62,// invsqrt(4.4005) = 0.4767
32'h3ea80805,32'h3fdaf732,32'h3fe3e72a, 32'h3fd44338,32'h3fea9b24, 32'h3fc91743,32'h3ff5c719,// invsqrt(0.3282) = 1.7456
32'h3fa9831c,32'h3f5a01d1,32'h3f62e7c4, 32'h3f53555a,32'h3f69943a, 32'h3f4835e9,32'h3f74b3ab,// invsqrt(1.3243) = 0.8690
32'h3f62f772,32'h3f8538c3,32'h3f8aa8cb, 32'h3f8124bd,32'h3f8ebcd1, 32'h3f74b166,32'h3f9588db,// invsqrt(0.8866) = 1.0620
32'h3f82f8bd,32'h3f78047e,32'h3f811203, 32'h3f706cd8,32'h3f84ddd6, 32'h3f63c56f,32'h3f8b318b,// invsqrt(1.0232) = 0.9886
32'h400ef8f4,32'h3f27da70,32'h3f2eb456, 32'h3f22b704,32'h3f33d7c2, 32'h3f1a26a6,32'h3f3c6820,// invsqrt(2.2339) = 0.6691
32'h3e95c727,32'h3fe7ecbd,32'h3ff1641d, 32'h3fe0d334,32'h3ff87da6, 32'h3fd4fdfc,32'h4002296f,// invsqrt(0.2925) = 1.8489
32'h3e8d8ed1,32'h3fee9042,32'h3ff84d00, 32'h3fe742b3,32'h3fff9a8f, 32'h3fdb16c4,32'h4005e33f,// invsqrt(0.2765) = 1.9018
32'h3f2947fe,32'h3f9a4268,32'h3fa08e42, 32'h3f958984,32'h3fa54726, 32'h3f8daab3,32'h3fad25f7,// invsqrt(0.6613) = 1.2297
32'h3fa7dc60,32'h3f5b13a7,32'h3f6404c8, 32'h3f545ecf,32'h3f6ab9a1, 32'h3f493166,32'h3f75e70a,// invsqrt(1.3114) = 0.8732
32'h3f9110e5,32'h3f6ba949,32'h3f7547b5, 32'h3f647279,32'h3f7c7e85, 32'h3f586c72,32'h3f844246,// invsqrt(1.1333) = 0.9393
32'h3f3da2ce,32'h3f91bee5,32'h3f97b1c9, 32'h3f8d48b9,32'h3f9c27f5, 32'h3f85d91b,32'h3fa39793,// invsqrt(0.7408) = 1.1619
32'h3fdda466,32'h3f3ea74d,32'h3f466f6f, 32'h3f38d133,32'h3f4c4589, 32'h3f2f1708,32'h3f55ffb4,// invsqrt(1.7316) = 0.7599
32'h3f108b8a,32'h3fa6f00c,32'h3fadc060, 32'h3fa1d3cd,32'h3fb2dc9f, 32'h3f994f64,32'h3fbb6108,// invsqrt(0.5646) = 1.3308
32'h3e2357c3,32'h401d09d8,32'h402372bc, 32'h40183b2d,32'h40284167, 32'h4010380f,32'h40304485,// invsqrt(0.1595) = 2.5038
32'h3ee43b34,32'h3fbbe19a,32'h3fc38cc5, 32'h3fb6213a,32'h3fc94d26, 32'h3fac8b45,32'h3fd2e31b,// invsqrt(0.4458) = 1.4978
32'h40a8eba5,32'h3eda6378,32'h3ee34d68, 32'h3ed3b404,32'h3ee9fcdc, 32'h3ec88f98,32'h3ef52148,// invsqrt(5.2788) = 0.4352
32'h40ea2577,32'h3eb97e30,32'h3ec11066, 32'h3eb3d087,32'h3ec6be0f, 32'h3eaa59c4,32'h3ed034d3,// invsqrt(7.3171) = 0.3697
32'h3ff7008a,32'h3f3499ea,32'h3f3bf904, 32'h3f2f1297,32'h3f418057, 32'h3f25dbb8,32'h3f4ab736,// invsqrt(1.9297) = 0.7199
32'h4026a6a7,32'h3f1b78d3,32'h3f21d159, 32'h3f16b66e,32'h3f2693be, 32'h3f0ec7c7,32'h3f2e8265,// invsqrt(2.6039) = 0.6197
32'h3f682bd0,32'h3f83b856,32'h3f8918ad, 32'h3f7f6028,32'h3f8d20ee, 32'h3f71ef4f,32'h3f93d95b,// invsqrt(0.9069) = 1.0501
32'h3f4c6e34,32'h3f8c5f75,32'h3f921a35, 32'h3f881364,32'h3f966646, 32'h3f80e9f3,32'h3f9d8fb7,// invsqrt(0.7986) = 1.1190
32'h3ec2b58c,32'h3fcb699f,32'h3fd3b713, 32'h3fc52f88,32'h3fd9f12a, 32'h3fbaceb6,32'h3fe451fc,// invsqrt(0.3803) = 1.6216
32'h40a0511c,32'h3ee02c0b,32'h3ee9526a, 32'h3ed94f45,32'h3ef02f31, 32'h3ecddf4f,32'h3efb9f27,// invsqrt(5.0099) = 0.4468
32'h3f17b8d9,32'h3fa2f105,32'h3fa99797, 32'h3f9df417,32'h3fae9485, 32'h3f95a3e0,32'h3fb6e4bc,// invsqrt(0.5927) = 1.2990
32'h3b61b3d4,32'h41859823,32'h418b0c0f, 32'h41818131,32'h418f2301, 32'h41756093,32'h4195f3e8,// invsqrt(0.0034) = 17.0401
32'h3c65406b,32'h41048e5e,32'h4109f772, 32'h41007f90,32'h410e0640, 32'h40f3786e,32'h4114c999,// invsqrt(0.0140) = 8.4538
32'h3da76356,32'h405b62ce,32'h4064572a, 32'h4054ab89,32'h406b0e6f, 32'h40497a16,32'h40763fe2,// invsqrt(0.0817) = 3.4979
32'h3f9cad1d,32'h3f62c2f7,32'h3f6c0465, 32'h3f5bd1e5,32'h3f72f577, 32'h3f50401d,32'h3f7e873f,// invsqrt(1.2240) = 0.9039
32'h3edf2aeb,32'h3fbe0034,32'h3fc5c184, 32'h3fb82f37,32'h3fcb9281, 32'h3fae7d93,32'h3fd54425,// invsqrt(0.4359) = 1.5147
32'h3fd9b534,32'h3f405e57,32'h3f483865, 32'h3f3a7acc,32'h3f4e1bf0, 32'h3f30aa3b,32'h3f57ec81,// invsqrt(1.7008) = 0.7668
32'h3ec7e6b0,32'h3fc8c0ee,32'h3fd0f29a, 32'h3fc29bad,32'h3fd717db, 32'h3fb85d97,32'h3fe155f1,// invsqrt(0.3904) = 1.6004
32'h3e0d676a,32'h4028c81b,32'h402fabb3, 32'h40239d68,32'h4034d666, 32'h401b00ea,32'h403d72e5,// invsqrt(0.1381) = 2.6910
32'h3ec392a4,32'h3fcaf684,32'h3fd33f46, 32'h3fc4bff3,32'h3fd975d7, 32'h3fba6501,32'h3fe3d0c9,// invsqrt(0.3820) = 1.6180
32'h3f2ee4b9,32'h3f97c3a1,32'h3f9df569, 32'h3f931e4b,32'h3fa29abf, 32'h3f8b6011,32'h3faa58f9,// invsqrt(0.6832) = 1.2099
32'h3f22be16,32'h3f9d53ec,32'h3fa3bfd6, 32'h3f9882fc,32'h3fa890c6, 32'h3f907c17,32'h3fb097ab,// invsqrt(0.6357) = 1.2542
32'h3f8e4783,32'h3f6df538,32'h3f77aba2, 32'h3f66ac68,32'h3f7ef472, 32'h3f5a8862,32'h3f858c3c,// invsqrt(1.1116) = 0.9485
32'h3ea59b6a,32'h3fdc8ffc,32'h3fe590a4, 32'h3fd5cf7f,32'h3fec5121, 32'h3fca8eae,32'h3ff791f2,// invsqrt(0.3235) = 1.7583
32'h3f7787c5,32'h3f7f22d3,32'h3f84c65e, 32'h3f775364,32'h3f88ae16, 32'h3f6a4f01,32'h3f8f3048,// invsqrt(0.9669) = 1.0170
32'h3f64f271,32'h3f84a4ef,32'h3f8a0eef, 32'h3f809570,32'h3f8e1e6e, 32'h3f73a1e1,32'h3f94e2ed,// invsqrt(0.8943) = 1.0574
32'h3f4bd422,32'h3f8c9478,32'h3f925163, 32'h3f8846c8,32'h3f969f14, 32'h3f811aa3,32'h3f9dcb39,// invsqrt(0.7962) = 1.1207
32'h41a24bf8,32'h3e5eccec,32'h3e67e4f6, 32'h3e57fae5,32'h3e6eb6fd, 32'h3e4c9cd9,32'h3e7a1509,// invsqrt(20.2871) = 0.2220
32'h3fb80eab,32'h3f513740,32'h3f59c157, 32'h3f4acfae,32'h3f6028e8, 32'h3f402310,32'h3f6ad586,// invsqrt(1.4379) = 0.8339
32'h3eff623b,32'h3fb19ce5,32'h3fb8dcc5, 32'h3fac2cfe,32'h3fbe4cac, 32'h3fa31d26,32'h3fc75c84,// invsqrt(0.4988) = 1.4159
32'h3f06e191,32'h3facd08a,32'h3fb3de46, 32'h3fa7863c,32'h3fb92894, 32'h3f9eb511,32'h3fc1f9bf,// invsqrt(0.5269) = 1.3777
32'h3f95ecd2,32'h3f67cf98,32'h3f7145c8, 32'h3f60b6f4,32'h3f785e6c, 32'h3f54e338,32'h3f821914,// invsqrt(1.1713) = 0.9240
32'h3ed1baaa,32'h3fc3fe55,32'h3fcbfe43, 32'h3fbdfe62,32'h3fd1fe36, 32'h3fb3fe78,32'h3fdbfe20,// invsqrt(0.4096) = 1.5624
32'h3bb24382,32'h415496a1,32'h415d43f6, 32'h414e14a2,32'h4163c5f6, 32'h41433bf8,32'h416e9ea0,// invsqrt(0.0054) = 13.5579
32'h3f377c69,32'h3f942b06,32'h3f9a373a, 32'h3f8fa1de,32'h3f9ec062, 32'h3f88129d,32'h3fa64fa3,// invsqrt(0.7167) = 1.1812
32'h3f9b92de,32'h3f63904d,32'h3f6cda1b, 32'h3f5c98f1,32'h3f73d177, 32'h3f50fcaf,32'h3f7f6db9,// invsqrt(1.2154) = 0.9071
32'h3ffc8129,32'h3f329f64,32'h3f39e9d0, 32'h3f2d2792,32'h3f3f61a2, 32'h3f240a8b,32'h3f487ea9,// invsqrt(1.9727) = 0.7120
32'h3e6ebdb2,32'h4001e521,32'h40073266, 32'h3ffbd659,32'h400b2c5a, 32'h3fee952c,32'h4011ccf0,// invsqrt(0.2331) = 2.0710
32'h3f1d6443,32'h3f9ffad5,32'h3fa68275, 32'h3f9b151d,32'h3fab682d, 32'h3f92eb94,32'h3fb391b6,// invsqrt(0.6148) = 1.2753
32'h407844ba,32'h3efec1a9,32'h3f0493ce, 32'h3ef6f534,32'h3f087a08, 32'h3ee9f5c5,32'h3f0ef9c0,// invsqrt(3.8792) = 0.5077
32'h3e0ca1f1,32'h40293e71,32'h403026de, 32'h4024101f,32'h4035552f, 32'h401b6d96,32'h403df7b8,// invsqrt(0.1373) = 2.6984
32'h3e2fbf57,32'h4017651f,32'h401d930b, 32'h4012c2ae,32'h4022357c, 32'h400b0946,32'h4029eee4,// invsqrt(0.1716) = 2.4138
32'h3e626159,32'h400564e6,32'h400ad6bc, 32'h40014f87,32'h400eec1b, 32'h3ff50278,32'h4015ba66,// invsqrt(0.2211) = 2.1268
32'h3f0e98c7,32'h3fa81301,32'h3faeef36, 32'h3fa2eddb,32'h3fb4145d, 32'h3f9a5a99,32'h3fbca79f,// invsqrt(0.5570) = 1.3399
32'h3f6e1f3b,32'h3f821052,32'h3f875f5a, 32'h3f7c2a17,32'h3f8b5aa1, 32'h3f6ee481,32'h3f91fd6b,// invsqrt(0.9302) = 1.0369
32'h3d68b1a6,32'h4083926f,32'h4088f13a, 32'h407f16ac,32'h408cf852, 32'h4071a9b1,32'h4093aed0,// invsqrt(0.0568) = 4.1955
32'h4018cae7,32'h3f225ea2,32'h3f28ff3b, 32'h3f1d6630,32'h3f2df7ae, 32'h3f151d71,32'h3f36406d,// invsqrt(2.3874) = 0.6472
32'h405a303f,32'h3f07e00c,32'h3f0d6bce, 32'h3f03b73b,32'h3f11949f, 32'h3ef99111,32'h3f188352,// invsqrt(3.4092) = 0.5416
32'h3e8b18a6,32'h3ff0aa49,32'h3ffa7cfe, 32'h3fe94c42,32'h4000ed83, 32'h3fdd04e0,32'h40071134,// invsqrt(0.2717) = 1.9186
32'h3ff38392,32'h3f35e3df,32'h3f3d506f, 32'h3f305272,32'h3f42e1dc, 32'h3f270abd,32'h3f4c2991,// invsqrt(1.9025) = 0.7250
32'h44259eab,32'h3d1bf489,32'h3d22521b, 32'h3d172e5b,32'h3d271849, 32'h3d0f3963,32'h3d2f0d41,// invsqrt(662.4792) = 0.0389
32'h3e9291d9,32'h3fea7304,32'h3ff404c6, 32'h3fe345b3,32'h3ffb3217, 32'h3fd74f81,32'h40039424,// invsqrt(0.2863) = 1.8690
32'h3f783fda,32'h3f7ec429,32'h3f84951b, 32'h3f76f7a1,32'h3f887b60, 32'h3f69f812,32'h3f8efb27,// invsqrt(0.9697) = 1.0155
32'h402e8fa4,32'h3f17e899,32'h3f1e1be3, 32'h3f134221,32'h3f22c25b, 32'h3f0b8205,32'h3f2a8277,// invsqrt(2.7275) = 0.6055
32'h3f5435a8,32'h3f89c6a7,32'h3f8f6645, 32'h3f858ef0,32'h3f939dfc, 32'h3f7d0ed4,32'h3f9aa582,// invsqrt(0.8289) = 1.0983
32'h3f38a9d6,32'h3f93b1e7,32'h3f99b929, 32'h3f8f2c74,32'h3f9e3e9c, 32'h3f87a361,32'h3fa5c7af,// invsqrt(0.7213) = 1.1774
32'h3f3264f8,32'h3f964483,32'h3f9c66a7, 32'h3f91aae7,32'h3fa10043, 32'h3f8a0039,32'h3fa8aaf1,// invsqrt(0.6969) = 1.1979
32'h3f17efbc,32'h3fa2d394,32'h3fa978f2, 32'h3f9dd78c,32'h3fae74fa, 32'h3f9588d6,32'h3fb6c3b0,// invsqrt(0.5935) = 1.2980
32'h417796f9,32'h3e7f1afe,32'h3e84c24b, 32'h3e774bcd,32'h3e88a9e4, 32'h3e6a47cf,32'h3e8f2be2,// invsqrt(15.4744) = 0.2542
32'h3f8affad,32'h3f70bfe7,32'h3f7a937d, 32'h3f696136,32'h3f80f917, 32'h3f5d18ba,32'h3f871d55,// invsqrt(1.0859) = 0.9596
32'h40433f3d,32'h3f0fa2dc,32'h3f157fb6, 32'h3f0b3d39,32'h3f19e559, 32'h3f03e928,32'h3f21396a,// invsqrt(3.0507) = 0.5725
32'h3f1067a7,32'h3fa704c9,32'h3fadd5f5, 32'h3fa1e7e7,32'h3fb2f2d7, 32'h3f99626f,32'h3fbb784f,// invsqrt(0.5641) = 1.3315
32'h3f6e0063,32'h3f8218bf,32'h3f87681f, 32'h3f7c3a6c,32'h3f8b63a8, 32'h3f6ef3fb,32'h3f9206e0,// invsqrt(0.9297) = 1.0371
32'h3e9efe88,32'h3fe11a3d,32'h3fea4a54, 32'h3fda362b,32'h3ff12e65, 32'h3fceba0e,32'h3ffcaa82,// invsqrt(0.3105) = 1.7945
32'h3fdfe240,32'h3f3db259,32'h3f45707b, 32'h3f37e3be,32'h3f4b3f16, 32'h3f2e3613,32'h3f54ecc1,// invsqrt(1.7491) = 0.7561
32'h3eef89ff,32'h3fb7649f,32'h3fbee0e4, 32'h3fb1c76b,32'h3fc47e17, 32'h3fa86c14,32'h3fcdd96e,// invsqrt(0.4678) = 1.4620
32'h3edf1a84,32'h3fbe0730,32'h3fc5c8c9, 32'h3fb835fc,32'h3fcb99fc, 32'h3fae83fc,32'h3fd54bfc,// invsqrt(0.4357) = 1.5149
32'h3f1cf87d,32'h3fa031b7,32'h3fa6bb95, 32'h3f9b4a51,32'h3faba2fb, 32'h3f931dfc,32'h3fb3cf50,// invsqrt(0.6132) = 1.2771
32'h3e7d4195,32'h3ffc3c42,32'h400343ee, 32'h3ff4838d,32'h40072047, 32'h3fe7a50d,32'h400d8f88,// invsqrt(0.2473) = 2.0108
32'h3f525cf8,32'h3f8a611b,32'h3f900707, 32'h3f8624aa,32'h3f944378, 32'h3f7e2a85,32'h3f9b52e0,// invsqrt(0.8217) = 1.1032
32'h3e448a9a,32'h400f2994,32'h4015017a, 32'h400ac7a7,32'h40196367, 32'h400379c6,32'h4020b148,// invsqrt(0.1919) = 2.2826
32'h405e165e,32'h3f06ad5d,32'h3f0c2c9b, 32'h3f028def,32'h3f104c09, 32'h3ef75dc6,32'h3f172b15,// invsqrt(3.4701) = 0.5368
32'h3fcdb4e8,32'h3f45e686,32'h3f4dfa62, 32'h3f3fd7a1,32'h3f540947, 32'h3f35becf,32'h3f5e2219,// invsqrt(1.6071) = 0.7888
32'h413e2a0d,32'h3e918b08,32'h3e977bce, 32'h3e8d1672,32'h3e9bf064, 32'h3e85a97a,32'h3ea35d5c,// invsqrt(11.8853) = 0.2901
32'h4090e878,32'h3eebca26,32'h3ef569e8, 32'h3ee49253,32'h3efca1bb, 32'h3ed88aa0,32'h3f0454b7,// invsqrt(4.5284) = 0.4699
32'h3f360dce,32'h3f94bfea,32'h3f9ad232, 32'h3f903234,32'h3f9f5fe8, 32'h3f889b59,32'h3fa6f6c3,// invsqrt(0.7111) = 1.1858
32'h3e54b582,32'h40099d39,32'h400f3b26, 32'h400566c6,32'h40137198, 32'h3ffcc2bb,32'h401a7700,// invsqrt(0.2077) = 2.1941
32'h3e15ddd7,32'h4023f273,32'h402aa387, 32'h401eeda4,32'h402fa856, 32'h4016904a,32'h403805b0,// invsqrt(0.1464) = 2.6140
32'h414f7f8f,32'h3e8b54d2,32'h3e9104b0, 32'h3e8710eb,32'h3e954897, 32'h3e7fea28,32'h3e9c646e,// invsqrt(12.9686) = 0.2777
32'h401a372d,32'h3f219e6c,32'h3f28372c, 32'h3f1cabdb,32'h3f2d29bd, 32'h3f146ceb,32'h3f3568ad,// invsqrt(2.4096) = 0.6442
32'h4068113e,32'h3f03bfe0,32'h3f092086, 32'h3eff6ec7,32'h3f0d2902, 32'h3ef1fd29,32'h3f13e1d2,// invsqrt(3.6261) = 0.5251
32'h3f4db830,32'h3f8beeb2,32'h3f91a4d9, 32'h3f87a616,32'h3f95ed76, 32'h3f808265,32'h3f9d1127,// invsqrt(0.8036) = 1.1155
32'h3f6b9b79,32'h3f82c18a,32'h3f8817ce, 32'h3f7d81ad,32'h3f8c1881, 32'h3f702a02,32'h3f92c457,// invsqrt(0.9203) = 1.0424
32'h407838d5,32'h3efec7c3,32'h3f0496fa, 32'h3ef6fb1e,32'h3f087d4d, 32'h3ee9fb60,32'h3f0efd2c,// invsqrt(3.8785) = 0.5078
32'h3f4fd042,32'h3f8b39c2,32'h3f90e886, 32'h3f86f6af,32'h3f952b99, 32'h3f7fb874,32'h3f9c460e,// invsqrt(0.8118) = 1.1099
32'h3e534cec,32'h400a1272,32'h400fb528, 32'h4005d869,32'h4013ef31, 32'h3ffd9a0b,32'h401afa95,// invsqrt(0.2063) = 2.2014
32'h3f667f96,32'h3f843278,32'h3f8997cc, 32'h3f80267a,32'h3f8da3ca, 32'h3f72cfa4,32'h3f946272,// invsqrt(0.9004) = 1.0539
32'h3f72d683,32'h3f80cb6d,32'h3f860d33, 32'h3f79b432,32'h3f89fe87, 32'h3f6c8fc3,32'h3f9090be,// invsqrt(0.9486) = 1.0267
32'h3fb1b094,32'h3f54ee74,32'h3f5d9f5e, 32'h3f4e69c4,32'h3f64240e, 32'h3f438c9e,32'h3f6f0134,// invsqrt(1.3882) = 0.8487
32'h3f625852,32'h3f85678f,32'h3f8ad980, 32'h3f81521b,32'h3f8eeef5, 32'h3f75075b,32'h3f95bd62,// invsqrt(0.8842) = 1.0635
32'h3ee7c862,32'h3fba6fb1,32'h3fc20bc3, 32'h3fb4baa4,32'h3fc7c0d0, 32'h3fab378e,32'h3fd143e6,// invsqrt(0.4527) = 1.4863
32'h3f94a62f,32'h3f68cdbd,32'h3f724e4c, 32'h3f61ad51,32'h3f796eb7, 32'h3f55cc9d,32'h3f82a7b5,// invsqrt(1.1613) = 0.9279
32'h3ef75b06,32'h3fb478df,32'h3fbbd69f, 32'h3faef28f,32'h3fc15cef, 32'h3fa5bd5f,32'h3fca921f,// invsqrt(0.4831) = 1.4387
32'h3fd31040,32'h3f435f7b,32'h3f4b58ed, 32'h3f3d6465,32'h3f515403, 32'h3f336c95,32'h3f5b4bd3,// invsqrt(1.6489) = 0.7788
32'h4049e44e,32'h3f0d40af,32'h3f1304a1, 32'h3f08edb9,32'h3f175797, 32'h3f01b8ca,32'h3f1e8c86,// invsqrt(3.1546) = 0.5630
32'h3ea5390e,32'h3fdcd19a,32'h3fe5d4ee, 32'h3fd60f1a,32'h3fec976e, 32'h3fcacaf0,32'h3ff7db98,// invsqrt(0.3227) = 1.7604
32'h3ff156c7,32'h3f36b538,32'h3f3e2a54, 32'h3f311d62,32'h3f43c22a, 32'h3f27caff,32'h3f4d148d,// invsqrt(1.8855) = 0.7283
32'h40c78b57,32'h3ec8eedc,32'h3ed12268, 32'h3ec2c834,32'h3ed74910, 32'h3eb887c5,32'h3ee1897f,// invsqrt(6.2358) = 0.4005
32'h3ffcecdb,32'h3f327958,32'h3f39c238, 32'h3f2d02b1,32'h3f3f38df, 32'h3f23e79a,32'h3f4853f6,// invsqrt(1.9760) = 0.7114
32'h40419e5e,32'h3f103d2a,32'h3f162050, 32'h3f0bd2cd,32'h3f1a8aad, 32'h3f0476dd,32'h3f21e69d,// invsqrt(3.0253) = 0.5749
32'h4008d79e,32'h3f2b9262,32'h3f329322, 32'h3f2651d2,32'h3f37d3b2, 32'h3f1d90e2,32'h3f4094a2,// invsqrt(2.1382) = 0.6839
32'h3f7c4e44,32'h3f7cb5c4,32'h3f83832a, 32'h3f74f958,32'h3f876160, 32'h3f6814a4,32'h3f8dd3ba,// invsqrt(0.9856) = 1.0073
32'h3f8358fc,32'h3f77a98f,32'h3f80e2b0, 32'h3f7014b2,32'h3f84ad1f, 32'h3f6371ec,32'h3f8afe82,// invsqrt(1.0262) = 0.9872
32'h40e96c85,32'h3eb9c79d,32'h3ec15cd3, 32'h3eb417b5,32'h3ec70cbb, 32'h3eaa9d32,32'h3ed0873e,// invsqrt(7.2945) = 0.3703
32'h404e57fc,32'h3f0bb879,32'h3f116c69, 32'h3f077185,32'h3f15b35d, 32'h3f005099,32'h3f1cd449,// invsqrt(3.2241) = 0.5569
32'h3f7d1f45,32'h3f7c4d5a,32'h3f834cd3, 32'h3f749420,32'h3f872970, 32'h3f67b4c0,32'h3f8d9920,// invsqrt(0.9888) = 1.0057
32'h3f981c28,32'h3f6623d9,32'h3f6f8893, 32'h3f5f184d,32'h3f76941f, 32'h3f535a64,32'h3f812904,// invsqrt(1.1884) = 0.9173
32'h3fcda5dc,32'h3f45edc3,32'h3f4e01eb, 32'h3f3fdea6,32'h3f541108, 32'h3f35c575,32'h3f5e2a39,// invsqrt(1.6066) = 0.7889
32'h3f954b68,32'h3f684cc7,32'h3f71c813, 32'h3f61304e,32'h3f78e48c, 32'h3f55562f,32'h3f825f56,// invsqrt(1.1664) = 0.9259
32'h3f0f37cd,32'h3fa7b598,32'h3fae8dfc, 32'h3fa2934d,32'h3fb3b047, 32'h3f9a04cf,32'h3fbc3ec5,// invsqrt(0.5594) = 1.3370
32'h3eeef4b1,32'h3fb79de1,32'h3fbf1c7d, 32'h3fb1feed,32'h3fc4bb71, 32'h3fa8a0aa,32'h3fce19b4,// invsqrt(0.4667) = 1.4638
32'h3ed60a4b,32'h3fc20279,32'h3fc9edad, 32'h3fbc1212,32'h3fcfde14, 32'h3fb22c11,32'h3fd9c415,// invsqrt(0.4180) = 1.5466
32'h3f290d67,32'h3f9a5d21,32'h3fa0aa13, 32'h3f95a36c,32'h3fa563c8, 32'h3f8dc33e,32'h3fad43f6,// invsqrt(0.6604) = 1.2306
32'h3fc75e9b,32'h3f490566,32'h3f5139dd, 32'h3f42de0c,32'h3f576136, 32'h3f389c77,32'h3f61a2cb,// invsqrt(1.5576) = 0.8013
32'h3ed3f5ba,32'h3fc2f59c,32'h3fcaeabc, 32'h3fbcfdc3,32'h3fd0e295, 32'h3fb30b5b,32'h3fdad4fd,// invsqrt(0.4140) = 1.5542
32'h4039c728,32'h3f134051,32'h3f1942f1, 32'h3f0ebe59,32'h3f1dc4e9, 32'h3f073b11,32'h3f254831,// invsqrt(2.9028) = 0.5869
32'h400490ce,32'h3f2e513c,32'h3f356eac, 32'h3f28fb28,32'h3f3ac4c0, 32'h3f20165c,32'h3f43a98c,// invsqrt(2.0713) = 0.6948
32'h3f7c5292,32'h3f7cb39c,32'h3f83820b, 32'h3f74f742,32'h3f876039, 32'h3f6812ab,32'h3f8dd285,// invsqrt(0.9856) = 1.0073
32'h3e5ec553,32'h40067870,32'h400bf584, 32'h40025aa1,32'h40101353, 32'h3ff6fc8f,32'h4016efad,// invsqrt(0.2175) = 2.1440
32'h3fc07491,32'h3f4c99a6,32'h3f54f384, 32'h3f465641,32'h3f5b36e9, 32'h3f3be5ec,32'h3f65a73e,// invsqrt(1.5036) = 0.8155
32'h3da3d7bb,32'h405dbf32,32'h4066cc3a, 32'h4056f56d,32'h406d95ff, 32'h404ba524,32'h4078e648,// invsqrt(0.0800) = 3.5355
32'h3f9a60d3,32'h3f64716e,32'h3f6dc46d, 32'h3f5d732e,32'h3f74c2ac, 32'h3f51cb6f,32'h3f803536,// invsqrt(1.2061) = 0.9106
32'h3fe86533,32'h3f3a30c0,32'h3f41ca40, 32'h3f347da0,32'h3f477d60, 32'h3f2afdc0,32'h3f50fd40,// invsqrt(1.8156) = 0.7421
32'h3db3531c,32'h4053f567,32'h405c9c27, 32'h404d7857,32'h40631937, 32'h4042a7e6,32'h406de9a8,// invsqrt(0.0876) = 3.3794
32'h3f309122,32'h3f970b13,32'h3f9d3553, 32'h3f926b64,32'h3fa1d502, 32'h3f8ab694,32'h3fa989d2,// invsqrt(0.6897) = 1.2041
32'h3f40024e,32'h3f90d79d,32'h3f96c111, 32'h3f8c6886,32'h3f9b3028, 32'h3f8504b5,32'h3fa293f9,// invsqrt(0.7500) = 1.1547
32'h401bea19,32'h3f20bc63,32'h3f274be9, 32'h3f1bd0be,32'h3f2c378e, 32'h3f139d55,32'h3f346af7,// invsqrt(2.4362) = 0.6407
32'h3e240038,32'h401cb91c,32'h40231eb4, 32'h4017ece9,32'h4027eae7, 32'h400fedea,32'h402fe9e6,// invsqrt(0.1602) = 2.4988
32'h3ebd7a2f,32'h3fce33a9,32'h3fd69e43, 32'h3fc7e3b6,32'h3fdcee36, 32'h3fbd5e77,32'h3fe77375,// invsqrt(0.3701) = 1.6438
32'h3f06107b,32'h3fad5718,32'h3fb46a53, 32'h3fa808ad,32'h3fb9b8bf, 32'h3f9f30a4,32'h3fc290c8,// invsqrt(0.5237) = 1.3819
